Rainfall_Max,Damages,Storm
5.163900036,5.8289456176102075,0
5.755987113,9.03025631012242,0
4.934796005,9.350450079960828,0
5.237738176,8.848222068371385,0
5.410736886,9.58293787645873,0
5.763770983,7.31455283232408,0
5.658612908,8.68270762989381,0
4.158783243,9.138844370271112,0
4.442109883,9.417923485172336,0
6.183910595,8.294049640102028,0
5.658612908,11.682887624773327,0
4.559199788,9.68084387626357,0
6.839537791,9.99984264077889,0
4.66925655,9.98502145551739,0
5.812398683,9.510963348560765,0
5.280377237,9.577411092097035,0
6.488811703,9.194312610898985,0
5.308658751,10.323808431876278,0
4.135169282,11.338619695739318,0
4.002087072,6.472346294500901,0
5.404778475,11.09209287973094,0
5.372003893,9.055322649709574,0
4.527167805,9.979244164935375,0
4.507212245,7.992268643270745,0
5.788443582,10.100163917635166,0
5.680183918,10.459324782131466,0
5.208771597,10.654290245584235,0
5.968511413,9.358674166481876,0
5.945944903,8.334471554600944,0
5.860172858,9.121181235656364,0
5.326319452,8.463792414689122,0
4.447345565,7.355001921105257,0
17.2799336100112,8.116614127131083,2
17.6301934064502,10.392289015226048,2
14.5869359784874,10.750408484751976,2
14.9798323824899,10.378384813410872,2
15.2839591705136,11.219053071958609,2
16.0884883246854,12.44213352773717,2
16.7133325019511,12.260185192089033,2
16.7133325019511,9.039504600285316,2
17.8810677923555,0.0,2
18.0605520798659,8.043175115049507,2
19.3511780621989,8.11099781672833,2
19.3379497971903,11.217163639044028,2
19.9955689516544,11.773410117920385,2
20.0052912586145,0.0,2
18.5464170461905,8.500547416015591,2
19.9998437460641,0.0,2
17.91457005761,11.920429293474962,2
16.8034611690813,9.381039650992346,2
17.2125004652127,10.829149437671497,2
16.5291879845327,0.0,2
18.6041802641178,11.202941885621682,2
14.7386971768977,12.560226494177137,2
16.0884883246854,8.803994876440711,2
17.2799336100112,8.15082571196369,2
18.9366583472343,8.269177886466858,2
18.5941380102451,0.0,2
16.9025555684357,8.182408330375786,2
17.0909998324475,8.19875496017758,2
18.6761432706902,7.242282768665423,2
18.3744457871791,0.0,2
19.4163919419642,8.658282947508631,2
19.4563431891697,9.45116351422516,2
18.6761432706902,9.503684385346263,2
19.5728891645787,10.725748005183656,2
16.3068329257728,12.29038107284036,2
16.4877419915548,12.420703667858543,2
18.4162607521431,7.369109106320202,2
17.2799336100112,11.259120623898394,2
16.3068329257728,8.396691964823852,2
12.5470037898626,0.0,2
17.2125004652127,12.124708565228223,2
17.6394681921051,7.908335687377152,2
17.9952685220509,12.55584891826233,2
19.9955689516544,0.0,2
17.9952685220509,4.800736969532067,2
17.6688805257919,8.68786380546933,2
17.6688805257919,13.018719121463212,2
18.401098862665,14.76763392377399,2
18.8927754252406,9.425777504981344,2
17.2125004652127,0.0,2
17.2125004652127,8.536674198370688,2
18.3445463045295,11.687551654900942,2
16.8034611690813,0.0,2
18.0297168849257,8.617671809982456,2
17.007980817147,8.617429400211071,2
18.5944406044379,10.496733731577004,2
18.5944406044379,10.827475385577689,2
18.6593757241333,11.292078274998929,2
18.8927754252406,9.232086208057844,2
18.5944406044379,10.484404564198922,2
18.0297168849257,0.0,2
20.2989343811446,10.975223896878822,2
14.5042955153662,6.226892337255411,2
16.333886749106,11.637705828791296,2
18.6742227991495,10.64275610109974,2
16.4877419915548,11.203234156450852,2
16.8034611690813,7.902406072906128,2
17.8810677923555,9.22695950595795,2
19.5808845892889,0.0,2
17.2799336100112,7.7936115453335395,2
18.5464170461905,11.754320166151889,2
14.5042955153662,14.47942350210549,2
18.0297168849257,11.013417224014615,2
17.007980817147,12.625572011126982,2
19.9955689516544,8.874291245831106,2
19.5366399706177,11.516401815455833,2
20.0930608925819,8.240965269009573,2
20.0573110899964,9.862413442904195,2
19.4241571439043,11.871062040205317,2
18.8487701084753,8.050039896106433,2
15.9812759816375,8.85746107259891,2
19.8552045597665,8.439305160758053,2
18.9089318483991,12.222670830354806,2
17.2125004652127,7.328594924196501,2
17.0390311209235,10.69631851655551,2
14.4201069811665,10.86030660381222,2
16.8034611690813,12.834749195981232,2
20.6037727453696,8.363496408562161,2
14.5063805003618,11.36438485257919,2
16.1720228140283,11.268027492849509,2
16.2602473372295,9.856813048778085,2
16.2602473372295,9.823987530915208,2
17.9952685220509,10.231029316643246,2
14.8569150418555,8.959273056017654,2
17.2183843043444,7.395782994072124,2
17.2183843043444,0.0,2
20.5150922072358,10.19399213794793,2
12.5470037898626,12.739492877736076,2
14.6973769453371,10.687486351909037,2
14.5549559068306,0.0,2
19.4149460060789,11.648751148694998,2
18.920646799372,10.408189062137014,2
17.8810677923555,8.692822404349068,2
16.8034611690813,8.619850857665275,2
17.0936661010702,8.734006347995466,2
14.836335444106,11.457989544267614,2
19.1685193706681,9.674670436951066,2
18.3529804437364,12.632113154163784,2
17.8172041172583,10.37821811719878,2
17.4649227833502,0.0,2
13.3736467326032,11.144794002160715,2
13.6504029670673,13.125177214847955,2
12.261469250337,13.651283464502416,2
19.0251034704366,8.25464851067471,2
16.2602473372295,15.059822119430088,2
13.4393899705444,8.91110919798487,2
13.4393899705444,12.035378507540395,2
17.9952685220509,11.156861762756634,2
19.9434121413023,8.446234102475744,2
17.6464670687767,8.808811506689537,2
20.1556633699009,7.89444482687322,2
20.049352449504,8.522379718103538,2
16.2602473372295,8.723595791716487,2
16.2602473372295,11.059062865586538,2
16.2602473372295,0.0,2
18.8927754252406,9.72525283323364,2
10.6572740863035,12.90013825420587,2
18.6593757241333,5.026639868237972,2
19.4163919419642,11.357615079611053,2
16.2263892496098,13.320249114832002,2
15.0073878207442,8.31777593229666,2
19.8412475242384,8.102919400526678,2
17.91457005761,11.154026335077026,2
16.2602473372295,12.565394543193928,2
18.5862811354502,6.627273885967057,2
14.9924786436094,8.149278170974156,2
16.411910440113,12.893432008943938,2
13.487497246666,11.450615073041464,2
19.3029940298627,12.086416769702966,2
18.5697840561868,10.83201273734262,2
14.3352752830698,7.755887077260742,2
19.0982009657476,8.056433108656968,2
14.4201069811665,6.245253688536579,2
18.8488682217876,8.200595736350769,2
18.0297168849257,12.95399939884098,2
19.9998437460641,14.736480915291468,2
19.1685193706681,0.0,2
19.4919422149674,8.323972453753282,2
18.2079291718814,9.5311839723536,2
17.9090631044944,12.925119660913923,2
16.8772559047862,0.0,2
13.4021765322411,5.415122146090121,2
13.2592659878174,9.03024194220311,2
16.0340319431193,10.002314269342955,2
16.0340319431193,13.674864429812052,2
16.8034611690813,10.017015325166792,2
17.007980817147,10.415242344491626,2
17.007980817147,8.768362720310845,2
17.8338715931692,10.350111238514016,2
18.3445463045295,7.891442942842344,2
17.9952685220509,13.496066739370857,2
5.68031957715145,9.230117508751404,2
13.7940485811491,10.8163235235905,2
16.9025555684357,8.068678609797466,2
18.3445463045295,8.234941680072431,2
18.5798353800695,7.935072047100619,2
18.0297168849257,10.464799615269364,2
19.10810685824,9.740351962353994,2
17.2125004652127,11.0094567129378,2
17.2125004652127,9.750709263882484,2
15.2728692334876,11.236394058786344,2
18.294703266148,10.13511897969869,2
19.3632493078585,11.6040753664415,2
14.5869359784874,0.0,2
15.0181548289303,8.410502903113654,2
18.1174852279171,11.122472410012566,2
13.7281833284129,9.966539344038694,2
20.124675917309,10.065008434149764,2
17.8338715931692,14.44181893108888,2
15.2839591705136,11.078492819788814,2
18.1174852279171,8.548951514684498,2
17.2125004652127,4.800736969532067,2
17.6827699989783,13.703691206639451,2
19.5320517675312,10.21844426712279,2
19.2129963084811,9.349246295898151,2
16.6969113198996,12.762869377945542,2
19.4425213973405,11.433382132588092,2
18.7634318352127,8.237426377160936,2
19.4790293571203,0.0,2
17.3424925295329,11.366326201295804,2
18.7141138965053,9.407901875269571,2
13.4393899705444,9.77720751942579,2
14.9826333132985,11.531549554926764,2
18.2763694886931,9.192229353103366,2
16.2602473372295,15.511333554307429,2
16.8114270428014,7.7373545826775825,2
11.9895653440743,14.730519484677089,2
15.9209242460642,9.09920543863478,2
15.9209242460642,9.46143210879652,2
16.1720228140283,15.25560159165418,2
18.5944406044379,5.061201657666944,2
19.8834087679236,15.341319200359065,2
18.6416888177891,9.781076951194631,2
18.9436698869919,13.621251309623451,2
19.4790293571203,12.182569804880384,2
19.2279640498506,6.28099491041738,2
18.1174852279171,13.587886107399155,2
12.5744130253453,13.55991354391834,2
